fpr,tpr,ppv,acc,npv,LR+,LR-,threshold
0.716,$0.983 \pm 0.014$,$0.013 \pm 0.000$,$0.290 \pm 0.000$,$0.999 \pm 0.000$,$1.373 \pm 0.020$,$0.059 \pm -0.04$,0.0023586886074886074
0.717,$0.983 \pm 0.014$,$0.013 \pm 0.000$,$0.289 \pm 0.000$,$0.999 \pm 0.000$,$1.371 \pm 0.020$,$0.059 \pm -0.04$,0.002352566414428544
0.718,$0.983 \pm 0.014$,$0.013 \pm 0.000$,$0.288 \pm 0.000$,$0.999 \pm 0.000$,$1.370 \pm 0.020$,$0.059 \pm -0.04$,0.0023464442213684805
0.719,$0.983 \pm 0.013$,$0.013 \pm 0.000$,$0.287 \pm 0.000$,$0.999 \pm 0.000$,$1.368 \pm 0.020$,$0.058 \pm -0.04$,0.0023403220283084174
0.72,$0.983 \pm 0.013$,$0.013 \pm 0.000$,$0.287 \pm 0.000$,$0.999 \pm 0.000$,$1.366 \pm 0.020$,$0.058 \pm -0.04$,0.002334199835248354
0.721,$0.983 \pm 0.013$,$0.013 \pm 0.000$,$0.286 \pm 0.000$,$0.999 \pm 0.000$,$1.364 \pm 0.019$,$0.058 \pm -0.04$,0.0023280776421882904
0.722,$0.983 \pm 0.013$,$0.013 \pm 0.000$,$0.285 \pm 0.000$,$0.999 \pm 0.000$,$1.362 \pm 0.019$,$0.058 \pm -0.04$,0.002321955449128227
0.723,$0.983 \pm 0.013$,$0.013 \pm 0.000$,$0.284 \pm 0.000$,$0.999 \pm 0.000$,$1.360 \pm 0.019$,$0.058 \pm -0.04$,0.0023158332560681634
0.724,$0.984 \pm 0.013$,$0.013 \pm 0.000$,$0.282 \pm -0.00$,$0.999 \pm 0.000$,$1.357 \pm 0.017$,$0.058 \pm -0.04$,0.0023046636903486725
0.725,$0.984 \pm 0.013$,$0.013 \pm 0.000$,$0.281 \pm -0.00$,$0.999 \pm 0.000$,$1.355 \pm 0.017$,$0.058 \pm -0.04$,0.0022996163176892456
0.726,$0.984 \pm 0.013$,$0.013 \pm 0.000$,$0.280 \pm -0.00$,$0.999 \pm 0.000$,$1.354 \pm 0.017$,$0.057 \pm -0.04$,0.002294568945029818
0.727,$0.984 \pm 0.013$,$0.013 \pm 0.000$,$0.279 \pm -0.00$,$0.999 \pm 0.000$,$1.352 \pm 0.017$,$0.057 \pm -0.04$,0.0022895215723703908
0.728,$0.984 \pm 0.013$,$0.013 \pm 0.000$,$0.278 \pm -0.00$,$0.999 \pm 0.000$,$1.350 \pm 0.017$,$0.057 \pm -0.04$,0.0022844741997109634
0.729,$0.984 \pm 0.013$,$0.013 \pm 0.000$,$0.277 \pm -0.00$,$0.999 \pm 0.000$,$1.349 \pm 0.017$,$0.057 \pm -0.04$,0.0022794268270515364
0.73,$0.984 \pm 0.013$,$0.013 \pm 0.000$,$0.276 \pm -0.00$,$0.999 \pm 0.000$,$1.347 \pm 0.017$,$0.057 \pm -0.04$,0.002274379454392109
0.731,$0.984 \pm 0.013$,$0.013 \pm 0.000$,$0.275 \pm -0.00$,$0.999 \pm 0.000$,$1.346 \pm 0.017$,$0.057 \pm -0.04$,0.0022693320817326816
0.732,$0.984 \pm 0.013$,$0.013 \pm 0.000$,$0.274 \pm -0.00$,$0.999 \pm 0.000$,$1.344 \pm 0.017$,$0.057 \pm -0.04$,0.0022642847090732546
0.733,$0.984 \pm 0.013$,$0.013 \pm 0.000$,$0.273 \pm -0.00$,$0.999 \pm 0.000$,$1.342 \pm 0.017$,$0.057 \pm -0.04$,0.0022592373364138272
0.734,$0.984 \pm 0.013$,$0.013 \pm 0.000$,$0.272 \pm -0.00$,$0.999 \pm 0.000$,$1.341 \pm 0.017$,$0.057 \pm -0.04$,0.0022541899637544
0.735,$0.984 \pm 0.013$,$0.013 \pm 0.000$,$0.271 \pm -0.00$,$0.999 \pm 0.000$,$1.339 \pm 0.017$,$0.057 \pm -0.04$,0.002249142591094973
0.736,$0.984 \pm 0.013$,$0.013 \pm 0.000$,$0.270 \pm -0.00$,$0.999 \pm 0.000$,$1.337 \pm 0.017$,$0.057 \pm -0.04$,0.0022440952184355455
0.737,$0.984 \pm 0.013$,$0.013 \pm 0.000$,$0.269 \pm -0.00$,$0.999 \pm 0.000$,$1.336 \pm 0.017$,$0.057 \pm -0.04$,0.002239047845776118
0.738,$0.984 \pm 0.013$,$0.013 \pm 0.000$,$0.268 \pm -0.00$,$0.999 \pm 0.000$,$1.334 \pm 0.017$,$0.057 \pm -0.04$,0.0022340004731166907
0.739,$0.985 \pm 0.013$,$0.013 \pm 0.000$,$0.267 \pm -0.00$,$0.999 \pm 0.000$,$1.332 \pm 0.017$,$0.057 \pm -0.04$,0.0022289531004572637
0.74,$0.985 \pm 0.013$,$0.013 \pm 0.000$,$0.266 \pm -0.00$,$0.999 \pm 0.000$,$1.331 \pm 0.017$,$0.057 \pm -0.04$,0.0022239057277978363
0.741,$0.985 \pm 0.013$,$0.013 \pm 0.000$,$0.265 \pm -0.00$,$0.999 \pm 0.000$,$1.329 \pm 0.017$,$0.057 \pm -0.04$,0.002218858355138409
0.742,$0.985 \pm 0.012$,$0.013 \pm 0.000$,$0.264 \pm -0.00$,$0.999 \pm 0.000$,$1.328 \pm 0.017$,$0.057 \pm -0.04$,0.002213810982478982
0.743,$0.985 \pm 0.012$,$0.013 \pm 0.000$,$0.263 \pm -0.00$,$0.999 \pm 0.000$,$1.326 \pm 0.017$,$0.057 \pm -0.04$,0.0022087636098195545
0.744,$0.985 \pm 0.012$,$0.013 \pm 0.000$,$0.262 \pm -0.00$,$0.999 \pm 0.000$,$1.324 \pm 0.017$,$0.057 \pm -0.04$,0.002203716237160127
0.745,$0.985 \pm 0.012$,$0.013 \pm 0.000$,$0.261 \pm -0.00$,$0.999 \pm 0.000$,$1.323 \pm 0.017$,$0.057 \pm -0.04$,0.0021986688645007
0.746,$0.985 \pm 0.012$,$0.013 \pm 0.000$,$0.261 \pm -0.00$,$0.999 \pm 0.000$,$1.321 \pm 0.017$,$0.057 \pm -0.04$,0.0021936214918412728
0.747,$0.985 \pm 0.012$,$0.013 \pm 0.000$,$0.260 \pm -9.26$,$0.999 \pm 0.000$,$1.319 \pm 0.017$,$0.057 \pm -0.04$,0.0021885741191818454
0.748,$0.985 \pm 0.012$,$0.013 \pm 0.000$,$0.259 \pm -7.02$,$0.999 \pm 0.000$,$1.318 \pm 0.017$,$0.057 \pm -0.04$,0.002183526746522418
0.749,$0.985 \pm 0.012$,$0.013 \pm 0.000$,$0.258 \pm -4.78$,$0.999 \pm 0.000$,$1.316 \pm 0.017$,$0.056 \pm -0.04$,0.002178479373862991
0.75,$0.985 \pm 0.012$,$0.013 \pm 0.000$,$0.257 \pm -2.54$,$0.999 \pm 0.000$,$1.314 \pm 0.017$,$0.056 \pm -0.04$,0.0021734320012035636
0.751,$0.985 \pm 0.012$,$0.013 \pm 0.000$,$0.256 \pm -3.14$,$0.999 \pm 0.000$,$1.313 \pm 0.017$,$0.056 \pm -0.05$,0.002168384628544136
0.752,$0.985 \pm 0.012$,$0.013 \pm 0.000$,$0.255 \pm 1.915$,$0.999 \pm 0.000$,$1.311 \pm 0.017$,$0.056 \pm -0.05$,0.0021633372558847092
0.753,$0.985 \pm 0.012$,$0.013 \pm 0.000$,$0.254 \pm 4.142$,$0.999 \pm 0.000$,$1.310 \pm 0.017$,$0.056 \pm -0.05$,0.002158289883225282
0.754,$0.986 \pm 0.012$,$0.013 \pm 0.000$,$0.253 \pm 6.366$,$0.999 \pm 0.000$,$1.308 \pm 0.017$,$0.056 \pm -0.05$,0.0021532425105658544
0.755,$0.986 \pm 0.012$,$0.013 \pm 0.000$,$0.252 \pm 8.587$,$0.999 \pm 0.000$,$1.306 \pm 0.017$,$0.056 \pm -0.05$,0.002148195137906427
0.756,$0.986 \pm 0.012$,$0.013 \pm 0.000$,$0.251 \pm 0.000$,$0.999 \pm 0.000$,$1.305 \pm 0.017$,$0.056 \pm -0.05$,0.002143147765247
0.757,$0.986 \pm 0.012$,$0.012 \pm 0.000$,$0.250 \pm 0.000$,$0.999 \pm 0.000$,$1.303 \pm 0.017$,$0.056 \pm -0.05$,0.0021381003925875727
0.758,$0.986 \pm 0.012$,$0.012 \pm 0.000$,$0.249 \pm 0.000$,$0.999 \pm 0.000$,$1.301 \pm 0.017$,$0.056 \pm -0.05$,0.0021330530199281453
0.759,$0.986 \pm 0.012$,$0.012 \pm 0.000$,$0.248 \pm 0.000$,$0.999 \pm 0.000$,$1.300 \pm 0.017$,$0.056 \pm -0.05$,0.0021280056472687183
0.76,$0.986 \pm 0.012$,$0.012 \pm 0.000$,$0.247 \pm 0.000$,$0.999 \pm 0.000$,$1.298 \pm 0.017$,$0.056 \pm -0.05$,0.002122958274609291
0.761,$0.986 \pm 0.012$,$0.012 \pm 0.000$,$0.246 \pm 0.000$,$0.999 \pm 0.000$,$1.296 \pm 0.016$,$0.056 \pm -0.05$,0.0021179109019498635
0.762,$0.986 \pm 0.012$,$0.012 \pm 0.000$,$0.245 \pm 0.000$,$0.999 \pm 0.000$,$1.295 \pm 0.016$,$0.056 \pm -0.05$,0.0021128635292904365
0.763,$0.986 \pm 0.012$,$0.012 \pm 0.000$,$0.244 \pm 0.000$,$0.999 \pm 0.000$,$1.293 \pm 0.016$,$0.056 \pm -0.05$,0.002107816156631009
0.764,$0.986 \pm 0.012$,$0.012 \pm 0.000$,$0.243 \pm 0.000$,$0.999 \pm 0.000$,$1.292 \pm 0.016$,$0.056 \pm -0.05$,0.0021027687839715817
0.765,$0.986 \pm 0.012$,$0.012 \pm 0.000$,$0.242 \pm 0.000$,$0.999 \pm 0.000$,$1.290 \pm 0.016$,$0.056 \pm -0.05$,0.0020977214113121543
0.766,$0.986 \pm 0.012$,$0.012 \pm 0.000$,$0.241 \pm 0.000$,$0.999 \pm 0.000$,$1.288 \pm 0.016$,$0.056 \pm -0.05$,0.0020926740386527274
0.767,$0.986 \pm 0.012$,$0.012 \pm 0.000$,$0.239 \pm -0.00$,$0.999 \pm 0.000$,$1.285 \pm 0.015$,$0.055 \pm -0.05$,0.002084276218951929
0.768,$0.987 \pm 0.012$,$0.012 \pm 0.000$,$0.238 \pm -0.00$,$0.999 \pm 0.000$,$1.284 \pm 0.015$,$0.055 \pm -0.05$,0.002080925771910558
0.769,$0.987 \pm 0.012$,$0.012 \pm 0.000$,$0.237 \pm -0.00$,$0.999 \pm 0.000$,$1.283 \pm 0.015$,$0.055 \pm -0.05$,0.0020775753248691866
0.77,$0.987 \pm 0.012$,$0.012 \pm 0.000$,$0.236 \pm -0.00$,$0.999 \pm 0.000$,$1.282 \pm 0.015$,$0.055 \pm -0.05$,0.0020742248778278156
0.771,$0.987 \pm 0.012$,$0.012 \pm 0.000$,$0.235 \pm -0.00$,$0.999 \pm 0.000$,$1.280 \pm 0.016$,$0.054 \pm -0.05$,0.0020708744307864446
0.772,$0.987 \pm 0.012$,$0.012 \pm 0.000$,$0.234 \pm -0.00$,$0.999 \pm 0.000$,$1.279 \pm 0.016$,$0.054 \pm -0.05$,0.0020675239837450736
0.773,$0.987 \pm 0.012$,$0.012 \pm 0.000$,$0.233 \pm -0.00$,$0.999 \pm 0.000$,$1.278 \pm 0.016$,$0.054 \pm -0.05$,0.0020641735367037026
0.774,$0.987 \pm 0.012$,$0.012 \pm 0.000$,$0.232 \pm -0.00$,$0.999 \pm 0.000$,$1.277 \pm 0.016$,$0.054 \pm -0.05$,0.002060823089662331
0.775,$0.987 \pm 0.011$,$0.012 \pm 0.000$,$0.231 \pm -0.00$,$0.999 \pm 0.000$,$1.275 \pm 0.017$,$0.053 \pm -0.05$,0.00205747264262096
0.776,$0.987 \pm 0.011$,$0.012 \pm 0.000$,$0.230 \pm -0.00$,$0.999 \pm 0.000$,$1.274 \pm 0.017$,$0.053 \pm -0.05$,0.0020541221955795892
0.777,$0.987 \pm 0.011$,$0.012 \pm 0.000$,$0.230 \pm -0.00$,$0.999 \pm 0.000$,$1.273 \pm 0.017$,$0.053 \pm -0.04$,0.0020507717485382182
0.778,$0.987 \pm 0.011$,$0.012 \pm 0.000$,$0.229 \pm -0.00$,$0.999 \pm 0.000$,$1.272 \pm 0.017$,$0.052 \pm -0.04$,0.0020474213014968472
0.779,$0.987 \pm 0.011$,$0.012 \pm 0.000$,$0.228 \pm -0.00$,$0.999 \pm 0.000$,$1.270 \pm 0.017$,$0.052 \pm -0.04$,0.002044070854455476
0.78,$0.987 \pm 0.011$,$0.012 \pm 0.000$,$0.227 \pm -0.00$,$0.999 \pm 0.000$,$1.269 \pm 0.018$,$0.052 \pm -0.04$,0.002040720407414105
0.781,$0.987 \pm 0.011$,$0.012 \pm 0.000$,$0.226 \pm -0.00$,$0.999 \pm 0.000$,$1.268 \pm 0.018$,$0.052 \pm -0.04$,0.002037369960372734
0.782,$0.987 \pm 0.011$,$0.012 \pm 0.000$,$0.225 \pm -0.00$,$0.999 \pm 0.000$,$1.267 \pm 0.018$,$0.051 \pm -0.04$,0.002034019513331363
0.783,$0.987 \pm 0.011$,$0.012 \pm 0.000$,$0.224 \pm -0.00$,$0.999 \pm 0.000$,$1.265 \pm 0.018$,$0.051 \pm -0.04$,0.0020306690662899914
0.784,$0.988 \pm 0.011$,$0.012 \pm 0.000$,$0.223 \pm -0.00$,$0.999 \pm 0.000$,$1.264 \pm 0.019$,$0.051 \pm -0.04$,0.0020273186192486204
0.785,$0.988 \pm 0.011$,$0.012 \pm 0.000$,$0.222 \pm -0.00$,$0.999 \pm 0.000$,$1.263 \pm 0.019$,$0.050 \pm -0.04$,0.0020239681722072494
0.786,$0.988 \pm 0.011$,$0.012 \pm 0.000$,$0.221 \pm -0.00$,$0.999 \pm 0.000$,$1.262 \pm 0.019$,$0.050 \pm -0.04$,0.0020206177251658785
0.787,$0.988 \pm 0.011$,$0.012 \pm 0.000$,$0.220 \pm -0.00$,$0.999 \pm 0.000$,$1.260 \pm 0.019$,$0.050 \pm -0.04$,0.0020172672781245075
0.788,$0.988 \pm 0.011$,$0.012 \pm 0.000$,$0.219 \pm -0.00$,$0.999 \pm 0.000$,$1.259 \pm 0.019$,$0.050 \pm -0.04$,0.002013916831083136
0.789,$0.988 \pm 0.011$,$0.012 \pm 0.000$,$0.218 \pm -0.00$,$0.999 \pm 0.000$,$1.258 \pm 0.019$,$0.049 \pm -0.04$,0.002010566384041765
0.79,$0.988 \pm 0.011$,$0.012 \pm 0.000$,$0.217 \pm -0.00$,$0.999 \pm 0.000$,$1.257 \pm 0.020$,$0.049 \pm -0.04$,0.002007215937000394
0.791,$0.988 \pm 0.011$,$0.012 \pm 0.000$,$0.216 \pm -0.00$,$0.999 \pm 0.000$,$1.255 \pm 0.020$,$0.049 \pm -0.04$,0.002003865489959023
0.792,$0.988 \pm 0.011$,$0.012 \pm 0.000$,$0.215 \pm -0.00$,$0.999 \pm 0.000$,$1.254 \pm 0.020$,$0.049 \pm -0.04$,0.002000515042917652
0.793,$0.988 \pm 0.011$,$0.012 \pm 0.000$,$0.214 \pm -0.00$,$0.999 \pm 0.000$,$1.253 \pm 0.020$,$0.048 \pm -0.04$,0.0019971645958762807
0.794,$0.988 \pm 0.011$,$0.012 \pm 0.000$,$0.213 \pm -0.00$,$0.999 \pm 0.000$,$1.252 \pm 0.020$,$0.048 \pm -0.04$,0.0019938141488349097
0.795,$0.988 \pm 0.011$,$0.012 \pm 0.000$,$0.212 \pm -0.00$,$0.999 \pm 0.000$,$1.250 \pm 0.021$,$0.048 \pm -0.04$,0.0019904637017935387
0.796,$0.988 \pm 0.011$,$0.012 \pm 0.000$,$0.211 \pm -0.00$,$0.999 \pm 0.000$,$1.249 \pm 0.021$,$0.047 \pm -0.04$,0.0019871132547521677
0.797,$0.988 \pm 0.011$,$0.012 \pm 0.000$,$0.210 \pm -0.00$,$0.999 \pm 0.000$,$1.248 \pm 0.021$,$0.047 \pm -0.04$,0.0019837628077107967
0.798,$0.988 \pm 0.011$,$0.012 \pm 0.000$,$0.209 \pm -0.00$,$0.999 \pm 0.000$,$1.247 \pm 0.021$,$0.047 \pm -0.04$,0.0019804123606694253
0.799,$0.989 \pm 0.011$,$0.012 \pm 0.000$,$0.208 \pm -0.00$,$0.999 \pm 0.000$,$1.245 \pm 0.021$,$0.047 \pm -0.04$,0.0019770619136280543
0.8,$0.989 \pm 0.011$,$0.012 \pm 0.000$,$0.207 \pm -0.00$,$0.999 \pm 0.000$,$1.244 \pm 0.021$,$0.046 \pm -0.04$,0.0019737114665866833
0.801,$0.989 \pm 0.011$,$0.012 \pm 0.000$,$0.206 \pm -0.00$,$0.999 \pm 0.000$,$1.243 \pm 0.021$,$0.046 \pm -0.04$,0.0019703610195453123
0.802,$0.989 \pm 0.011$,$0.012 \pm 0.000$,$0.205 \pm -0.00$,$0.999 \pm 0.000$,$1.242 \pm 0.022$,$0.046 \pm -0.04$,0.0019670105725039413
0.803,$0.989 \pm 0.011$,$0.012 \pm 0.000$,$0.204 \pm -0.00$,$0.999 \pm 0.000$,$1.240 \pm 0.022$,$0.046 \pm -0.04$,0.00196366012546257
0.804,$0.989 \pm 0.011$,$0.012 \pm 0.000$,$0.203 \pm -0.00$,$0.999 \pm 0.000$,$1.239 \pm 0.022$,$0.045 \pm -0.04$,0.001960309678421199
0.805,$0.989 \pm 0.011$,$0.012 \pm 0.000$,$0.202 \pm -0.00$,$0.999 \pm 0.000$,$1.238 \pm 0.022$,$0.045 \pm -0.04$,0.001956959231379828
0.806,$0.989 \pm 0.011$,$0.012 \pm 0.000$,$0.201 \pm -0.00$,$0.999 \pm 0.000$,$1.237 \pm 0.022$,$0.045 \pm -0.04$,0.001953608784338457
0.807,$0.989 \pm 0.011$,$0.012 \pm 0.000$,$0.200 \pm -0.00$,$0.999 \pm 0.000$,$1.235 \pm 0.022$,$0.044 \pm -0.04$,0.0019502583372970857
0.808,$0.989 \pm 0.010$,$0.012 \pm 0.000$,$0.199 \pm -0.00$,$0.999 \pm 0.000$,$1.234 \pm 0.022$,$0.044 \pm -0.04$,0.0019469078902557147
0.809,$0.989 \pm 0.010$,$0.012 \pm 0.000$,$0.198 \pm -0.00$,$0.999 \pm 0.000$,$1.233 \pm 0.022$,$0.044 \pm -0.04$,0.0019435574432143435
0.81,$0.989 \pm 0.010$,$0.012 \pm 0.000$,$0.197 \pm -0.00$,$0.999 \pm 0.000$,$1.231 \pm 0.023$,$0.044 \pm -0.04$,0.0019402069961729725
0.811,$0.989 \pm 0.010$,$0.012 \pm 0.000$,$0.196 \pm -0.00$,$0.999 \pm 0.000$,$1.230 \pm 0.023$,$0.043 \pm -0.04$,0.0019368565491316016
0.812,$0.989 \pm 0.010$,$0.012 \pm 0.000$,$0.195 \pm -0.00$,$0.999 \pm 0.000$,$1.229 \pm 0.023$,$0.043 \pm -0.04$,0.0019335061020902304
0.813,$0.989 \pm 0.010$,$0.012 \pm 0.000$,$0.194 \pm -0.00$,$0.999 \pm 0.000$,$1.228 \pm 0.023$,$0.043 \pm -0.04$,0.0019301556550488594
0.814,$0.989 \pm 0.010$,$0.012 \pm 0.000$,$0.193 \pm -0.00$,$0.999 \pm 0.000$,$1.226 \pm 0.023$,$0.043 \pm -0.04$,0.0019268052080074882
0.815,$0.990 \pm 0.010$,$0.012 \pm 0.000$,$0.192 \pm -0.00$,$0.999 \pm 0.000$,$1.225 \pm 0.023$,$0.042 \pm -0.04$,0.0019234547609661172
0.816,$0.990 \pm 0.010$,$0.012 \pm 0.000$,$0.191 \pm -0.00$,$0.999 \pm 0.000$,$1.224 \pm 0.023$,$0.042 \pm -0.04$,0.001920104313924746
0.817,$0.990 \pm 0.010$,$0.012 \pm 0.000$,$0.190 \pm -0.00$,$0.999 \pm 0.000$,$1.223 \pm 0.023$,$0.042 \pm -0.04$,0.001916753866883375
0.818,$0.990 \pm 0.010$,$0.012 \pm 0.000$,$0.189 \pm -0.00$,$0.999 \pm 0.000$,$1.221 \pm 0.023$,$0.041 \pm -0.04$,0.001913403419842004
0.819,$0.990 \pm 0.010$,$0.012 \pm 0.000$,$0.188 \pm -0.00$,$0.999 \pm 0.000$,$1.220 \pm 0.023$,$0.041 \pm -0.04$,0.0019100529728006328
0.82,$0.990 \pm 0.010$,$0.012 \pm 0.000$,$0.187 \pm -0.00$,$0.999 \pm 0.000$,$1.219 \pm 0.023$,$0.041 \pm -0.04$,0.0019067025257592618
0.821,$0.990 \pm 0.010$,$0.012 \pm 0.000$,$0.186 \pm -0.00$,$0.999 \pm 0.000$,$1.218 \pm 0.024$,$0.041 \pm -0.04$,0.0019033520787178906
0.822,$0.990 \pm 0.010$,$0.012 \pm 0.000$,$0.185 \pm -0.00$,$0.999 \pm 0.000$,$1.216 \pm 0.024$,$0.040 \pm -0.04$,0.0019000016316765196
0.823,$0.990 \pm 0.010$,$0.012 \pm 0.000$,$0.184 \pm -0.00$,$0.999 \pm 0.000$,$1.215 \pm 0.024$,$0.040 \pm -0.04$,0.0018966511846351484
0.824,$0.990 \pm 0.010$,$0.012 \pm 0.000$,$0.183 \pm 0.000$,$0.999 \pm 0.000$,$1.214 \pm 0.025$,$0.040 \pm -0.04$,0.0018933007375937774
0.825,$0.990 \pm 0.010$,$0.012 \pm 0.000$,$0.182 \pm 0.000$,$0.999 \pm 0.000$,$1.213 \pm 0.025$,$0.039 \pm -0.03$,0.0018899502905524064
0.826,$0.990 \pm 0.010$,$0.012 \pm 0.000$,$0.181 \pm 0.000$,$0.999 \pm 0.000$,$1.211 \pm 0.025$,$0.039 \pm -0.03$,0.0018865998435110352
0.827,$0.990 \pm 0.010$,$0.012 \pm 0.000$,$0.180 \pm 0.000$,$0.999 \pm 0.000$,$1.210 \pm 0.025$,$0.039 \pm -0.03$,0.0018832493964696642
0.828,$0.990 \pm 0.010$,$0.012 \pm 0.000$,$0.179 \pm 0.000$,$0.999 \pm 0.000$,$1.209 \pm 0.025$,$0.039 \pm -0.03$,0.001879898949428293
0.829,$0.990 \pm 0.010$,$0.012 \pm 0.000$,$0.178 \pm 0.000$,$0.999 \pm 0.000$,$1.208 \pm 0.025$,$0.038 \pm -0.03$,0.001876548502386922
0.83,$0.990 \pm 0.010$,$0.012 \pm 0.000$,$0.177 \pm 0.000$,$0.999 \pm 0.000$,$1.206 \pm 0.025$,$0.038 \pm -0.03$,0.001873198055345551
0.831,$0.991 \pm 0.010$,$0.012 \pm 0.000$,$0.176 \pm 0.000$,$0.999 \pm 0.000$,$1.205 \pm 0.025$,$0.038 \pm -0.03$,0.0018698476083041798
0.832,$0.991 \pm 0.010$,$0.012 \pm 0.000$,$0.175 \pm 0.000$,$0.999 \pm 0.000$,$1.204 \pm 0.025$,$0.038 \pm -0.03$,0.0018664971612628088
0.833,$0.991 \pm 0.010$,$0.012 \pm 0.000$,$0.174 \pm 0.000$,$0.999 \pm 0.000$,$1.203 \pm 0.025$,$0.037 \pm -0.03$,0.0018631467142214376
0.834,$0.991 \pm 0.010$,$0.011 \pm 0.000$,$0.173 \pm 0.000$,$0.999 \pm 0.000$,$1.201 \pm 0.025$,$0.037 \pm -0.03$,0.0018597962671800666
0.835,$0.991 \pm 0.010$,$0.011 \pm 0.000$,$0.172 \pm 0.000$,$0.999 \pm 0.000$,$1.200 \pm 0.025$,$0.037 \pm -0.03$,0.0018564458201386956
0.836,$0.991 \pm 0.009$,$0.011 \pm 0.000$,$0.171 \pm 0.000$,$0.999 \pm 0.000$,$1.199 \pm 0.025$,$0.036 \pm -0.03$,0.0018530953730973244
0.837,$0.991 \pm 0.009$,$0.011 \pm 0.000$,$0.170 \pm 0.000$,$0.999 \pm 0.000$,$1.198 \pm 0.026$,$0.036 \pm -0.03$,0.0018497449260559534
0.838,$0.991 \pm 0.009$,$0.011 \pm 0.000$,$0.169 \pm 0.000$,$0.999 \pm 0.000$,$1.196 \pm 0.026$,$0.036 \pm -0.03$,0.0018463944790145822
0.839,$0.991 \pm 0.009$,$0.011 \pm 0.000$,$0.168 \pm 0.000$,$0.999 \pm 0.000$,$1.195 \pm 0.026$,$0.036 \pm -0.03$,0.0018430440319732113
0.84,$0.991 \pm 0.009$,$0.011 \pm 0.000$,$0.168 \pm 0.000$,$0.999 \pm 0.000$,$1.194 \pm 0.026$,$0.035 \pm -0.03$,0.0018396935849318403
0.841,$0.991 \pm 0.009$,$0.011 \pm 0.000$,$0.167 \pm 0.000$,$0.999 \pm 0.000$,$1.193 \pm 0.026$,$0.035 \pm -0.03$,0.001836343137890469
0.842,$0.991 \pm 0.009$,$0.011 \pm 0.000$,$0.166 \pm 0.000$,$0.999 \pm 0.000$,$1.191 \pm 0.026$,$0.035 \pm -0.03$,0.001832992690849098
0.843,$0.991 \pm 0.009$,$0.011 \pm 0.000$,$0.165 \pm 0.000$,$0.999 \pm 0.000$,$1.190 \pm 0.026$,$0.035 \pm -0.03$,0.0018296422438077269
0.844,$0.991 \pm 0.009$,$0.011 \pm 0.000$,$0.164 \pm 0.000$,$0.999 \pm 0.000$,$1.189 \pm 0.026$,$0.034 \pm -0.03$,0.0018262917967663559
0.845,$0.991 \pm 0.009$,$0.011 \pm 0.000$,$0.163 \pm 0.000$,$0.999 \pm 0.000$,$1.188 \pm 0.026$,$0.034 \pm -0.03$,0.0018229413497249849
0.846,$0.992 \pm 0.009$,$0.011 \pm 0.000$,$0.162 \pm 0.000$,$0.999 \pm 0.000$,$1.186 \pm 0.025$,$0.034 \pm -0.03$,0.0018195909026836137
0.847,$0.992 \pm 0.009$,$0.011 \pm 0.000$,$0.161 \pm 0.000$,$0.999 \pm 0.000$,$1.185 \pm 0.025$,$0.033 \pm -0.03$,0.0018162404556422425
0.848,$0.992 \pm 0.009$,$0.011 \pm 0.000$,$0.160 \pm 0.000$,$0.999 \pm 0.000$,$1.184 \pm 0.025$,$0.033 \pm -0.03$,0.0018128900086008715
0.849,$0.992 \pm 0.009$,$0.011 \pm 0.000$,$0.159 \pm 9.709$,$0.999 \pm 0.000$,$1.183 \pm 0.025$,$0.033 \pm -0.03$,0.0018095395615595005
0.85,$0.992 \pm 0.009$,$0.011 \pm 0.000$,$0.158 \pm 9.210$,$0.999 \pm 0.000$,$1.181 \pm 0.025$,$0.033 \pm -0.03$,0.0018061891145181295
0.851,$0.992 \pm 0.009$,$0.011 \pm 0.000$,$0.157 \pm 8.705$,$0.999 \pm 0.000$,$1.180 \pm 0.025$,$0.032 \pm -0.03$,0.0018028386674767583
0.852,$0.992 \pm 0.009$,$0.011 \pm 0.000$,$0.156 \pm 8.193$,$0.999 \pm 0.000$,$1.179 \pm 0.025$,$0.032 \pm -0.03$,0.001799488220435387
0.853,$0.992 \pm 0.009$,$0.011 \pm 0.000$,$0.155 \pm 7.677$,$0.999 \pm 0.000$,$1.178 \pm 0.025$,$0.032 \pm -0.03$,0.001796137773394016
0.854,$0.992 \pm 0.009$,$0.011 \pm 0.000$,$0.154 \pm 7.154$,$0.999 \pm 0.000$,$1.176 \pm 0.025$,$0.031 \pm -0.03$,0.001792787326352645
0.855,$0.992 \pm 0.009$,$0.011 \pm 0.000$,$0.153 \pm 6.626$,$0.999 \pm 0.000$,$1.175 \pm 0.025$,$0.031 \pm -0.03$,0.001789436879311274
0.856,$0.992 \pm 0.009$,$0.011 \pm 0.000$,$0.152 \pm 6.092$,$0.999 \pm 0.000$,$1.174 \pm 0.025$,$0.031 \pm -0.03$,0.001786086432269903
0.857,$0.992 \pm 0.009$,$0.011 \pm 0.000$,$0.151 \pm 5.551$,$0.999 \pm 0.000$,$1.173 \pm 0.025$,$0.031 \pm -0.03$,0.0017827359852285317
0.858,$0.992 \pm 0.009$,$0.011 \pm 0.000$,$0.150 \pm 5.005$,$0.999 \pm 0.000$,$1.171 \pm 0.025$,$0.030 \pm -0.03$,0.0017793855381871607
